"variable","regionnumber","year","value"
"JOBSI0R","5","1993",10465.4341332256
"JOBSI0R","6","1993",20796.3318931463
"JOBSI0R","7","1993",52274.6097037763
"JOBSI0R","8","1993",17340.6154626318
"JOBSI0R","9","1993",33867.8786003529
"JOBSI0R","10","1993",34492.9376254297
"JOBSI0R","11","1993",85743.4403749681
"JOBSI0R","12","1993",60558.6844446219
"JOBSI0R","13","1993",21493.2279519977
"JOBSI0R","14","1993",7096.31358114859
"JOBSI0R","1","1994",32512.5268347967
"JOBSI0R","2","1994",184530.800583539
"JOBSI0R","3","1994",1285911.21499134
"JOBSI0R","4","1994",256511.679080857
"JOBSI0R","5","1994",11148.4620518423
"JOBSI0R","6","1994",21776.0673180477
"JOBSI0R","7","1994",55247.6553802224
"JOBSI0R","8","1994",18101.0264614098
"JOBSI0R","9","1994",36961.4502330845
"JOBSI0R","10","1994",37945.9454310467
"JOBSI0R","11","1994",90775.1759612217
"JOBSI0R","12","1994",65596.8968088433
"JOBSI0R","13","1994",23182.4862380702
"JOBSI0R","14","1994",7826.74109481887
"JOBSI0R","1","1995",33340.6765704779
"JOBSI0R","2","1995",193588.845257958
"JOBSI0R","3","1995",1336425.82858161
"JOBSI0R","4","1995",269246.41561464
"JOBSI0R","5","1995",11383.0286615639
"JOBSI0R","6","1995",22159.3636892248
"JOBSI0R","7","1995",57675.1775440509
"JOBSI0R","8","1995",18663.3059888367
"JOBSI0R","9","1995",38761.4906034342
"JOBSI0R","10","1995",39541.9682024892
"JOBSI0R","11","1995",94993.0604708442
"JOBSI0R","12","1995",69356.1951010281
"JOBSI0R","13","1995",24329.466965159
"JOBSI0R","14","1995",8212.51317649973
"JOBSI0R","1","1996",34239.7103479829
"JOBSI0R","2","1996",204299.582679092
"JOBSI0R","3","1996",1382179.93928268
"JOBSI0R","4","1996",281073.147734729
"JOBSI0R","5","1996",11967.1916220315
"JOBSI0R","6","1996",22799.0967697863
"JOBSI0R","7","1996",60046.7084054856
"JOBSI0R","8","1996",19546.0518212531
"JOBSI0R","9","1996",40667.4484678033
"JOBSI0R","10","1996",40602.886273273
"JOBSI0R","11","1996",99363.2161196652
"JOBSI0R","12","1996",72949.7025186944
"JOBSI0R","13","1996",25628.483764245
"JOBSI0R","14","1996",8429.35634987501
"JOBSI0R","1","1997",35546.789837107
"JOBSI0R","2","1997",212225.529695223
"JOBSI0R","3","1997",1442265.54843211
"JOBSI0R","4","1997",292188.680075686
"JOBSI0R","5","1997",12708.009454131
"JOBSI0R","6","1997",23569.2560322762
"JOBSI0R","7","1997",62836.2236674199
"JOBSI0R","8","1997",20306.6670135205
"JOBSI0R","9","1997",41852.8237601582
"JOBSI0R","10","1997",42571.4610204055
"JOBSI0R","11","1997",103370.031730043
"JOBSI0R","12","1997",77823.1866848218
"JOBSI0R","13","1997",26836.7423646133
"JOBSI0R","14","1997",9010.38727432934
"JOBSI0R","1","1998",35515.8902206769
"JOBSI0R","2","1998",221286.140180887
"JOBSI0R","3","1998",1500070.96775544
"JOBSI0R","4","1998",302726.545483388
"JOBSI0R","5","1998",13364.9501245803
"JOBSI0R","6","1998",23925.3108907289
"JOBSI0R","7","1998",65189.9799958385
"JOBSI0R","8","1998",20684.1617143233
"JOBSI0R","9","1998",43328.1055186116
"JOBSI0R","10","1998",44254.4504592549
"JOBSI0R","11","1998",108158.895948172
"JOBSI0R","12","1998",81346.320784754
"JOBSI0R","13","1998",28053.6674704806
"JOBSI0R","14","1998",9649.18467720489
"JOBSI0R","1","1999",36139.8703170013
"JOBSI0R","2","1999",229447.047305519
"JOBSI0R","3","1999",1554948.94058738
"JOBSI0R","4","1999",312405.924762154
"JOBSI0R","5","1999",14171.2784131306
"JOBSI0R","6","1999",24020.6157807932
"JOBSI0R","7","1999",66003.8775011268
"JOBSI0R","8","1999",21030.2850249759
"JOBSI0R","9","1999",44550.6515142294
"JOBSI0R","10","1999",45538.1812440588
"JOBSI0R","11","1999",112408.918903182
"JOBSI0R","12","1999",83528.0776721887
"JOBSI0R","13","1999",28783.4899918848
"JOBSI0R","14","1999",9593.45467194338
"JOBSI0R","1","2000",37197.6930097549
"JOBSI0R","2","2000",247842.161585105
"JOBSI0R","3","2000",1643916.39884756
"JOBSI0R","4","2000",328059.204704896
"JOBSI0R","5","2000",14839.6171649233
"JOBSI0R","6","2000",23455.4214676124
"JOBSI0R","7","2000",66331.8856987526
"JOBSI0R","8","2000",21886.3245212796
"JOBSI0R","9","2000",46197.964942769
"JOBSI0R","10","2000",48275.8757634808
"JOBSI0R","11","2000",119762.803076521
"JOBSI0R","12","2000",88341.023738041
"JOBSI0R","13","2000",30180.6690745742
"JOBSI0R","14","2000",10107.2225351778
"JOBSI0R","1","2001",37420.2037825085
"JOBSI0R","2","2001",246231.078696069
"JOBSI0R","3","2001",1629258.06418813
"JOBSI0R","4","2001",325244.894264884
"JOBSI0R","5","2001",14953.871298854
"JOBSI0R","6","2001",23501.8853024913
"JOBSI0R","7","2001",66059.0467207372
"JOBSI0R","8","2001",22058.2809750958
"JOBSI0R","9","2001",46317.4482174819
"JOBSI0R","10","2001",48332.068521023
"JOBSI0R","11","2001",119742.127934761
"JOBSI0R","12","2001",87819.2075312657
"JOBSI0R","13","2001",30165.0010109317
"JOBSI0R","14","2001",10188.5908415736
"JOBSI0R","1","2002",37032
"JOBSI0R","2","2002",247846.643051771
"JOBSI0R","3","2002",1601143.48608775
"JOBSI0R","4","2002",322890.68
"JOBSI0R","5","2002",15271.8148148148
"JOBSI0R","6","2002",22975
"JOBSI0R","7","2002",65837.4931506849
"JOBSI0R","8","2002",22206
"JOBSI0R","9","2002",47083.2923076923
"JOBSI0R","10","2002",48465.3333333333
"JOBSI0R","11","2002",119684.538275194
"JOBSI0R","12","2002",86111.6321510297
"JOBSI0R","13","2002",30032
"JOBSI0R","14","2002",10503
"JOBSI0R","1","2003",37654.289926521
"JOBSI0R","2","2003",250254.290095365
"JOBSI0R","3","2003",1584293.62593946
"JOBSI0R","4","2003",323219.461509191
"JOBSI0R","5","2003",15511.9878082359
"JOBSI0R","6","2003",22903.725177188
"JOBSI0R","7","2003",65971.8689389485
"JOBSI0R","8","2003",22957.708996796
"JOBSI0R","9","2003",47843.0056784285
"JOBSI0R","10","2003",49379.756397675
"JOBSI0R","11","2003",121617.604198298
"JOBSI0R","12","2003",85228.36780705
"JOBSI0R","13","2003",30009.626409319
"JOBSI0R","14","2003",10381.2572646312
"JOBSI0R","1","2004",36862.4513415096
"JOBSI0R","2","2004",256385.934654204
"JOBSI0R","3","2004",1604725.34611977
"JOBSI0R","4","2004",328568.603014046
"JOBSI0R","5","2004",15331.3729621664
"JOBSI0R","6","2004",22539.6043571817
"JOBSI0R","7","2004",65669.1953817146
"JOBSI0R","8","2004",22741.0119767269
"JOBSI0R","9","2004",49219.0707187078
"JOBSI0R","10","2004",50935.3441125696
"JOBSI0R","11","2004",125134.055893964
"JOBSI0R","12","2004",86762.8360025319
"JOBSI0R","13","2004",30387.4729419319
"JOBSI0R","14","2004",10413.5108692321
"JOBSI0R","1","2005",37328.4599295368
"JOBSI0R","2","2005",263276.168035019
"JOBSI0R","3","2005",1639637.20094926
"JOBSI0R","4","2005",338647.238705973
"JOBSI0R","5","2005",15720.811750811
"JOBSI0R","6","2005",22312.9890676042
"JOBSI0R","7","2005",66488.0927847333
"JOBSI0R","8","2005",22785.9640835538
"JOBSI0R","9","2005",50966.6364128588
"JOBSI0R","10","2005",52963.9854779856
"JOBSI0R","11","2005",130834.864232105
"JOBSI0R","12","2005",89863.4160370488
"JOBSI0R","13","2005",30811.0306166835
"JOBSI0R","14","2005",10554.3732649945
"JOBSI0R","1","2006",37222.5845611013
"JOBSI0R","2","2006",271015.709990773
"JOBSI0R","3","2006",1669163.09973799
"JOBSI0R","4","2006",343401.757709786
"JOBSI0R","5","2006",15730.214873114
"JOBSI0R","6","2006",21709.9526828278
"JOBSI0R","7","2006",67933.5763918664
"JOBSI0R","8","2006",22841.3535778093
"JOBSI0R","9","2006",52903.8261437596
"JOBSI0R","10","2006",54985.0806713802
"JOBSI0R","11","2006",137533.618698765
"JOBSI0R","12","2006",93474.2427782472
"JOBSI0R","13","2006",31311.7832006026
"JOBSI0R","14","2006",10910.865504859
"JOBSI0R","1","2007",37175.0407044763
"JOBSI0R","2","2007",277383.098707765
"JOBSI0R","3","2007",1708002.17243727
"JOBSI0R","4","2007",345863.060744371
"JOBSI0R","5","2007",15507.4369214062
"JOBSI0R","6","2007",21522.5818074114
"JOBSI0R","7","2007",69918.3625740229
"JOBSI0R","8","2007",22763.3230900062
"JOBSI0R","9","2007",54262.4237304811
"JOBSI0R","10","2007",56776.4807943596
"JOBSI0R","11","2007",146108.303699801
"JOBSI0R","12","2007",96419.5109741267
"JOBSI0R","13","2007",31751.8790310485
"JOBSI0R","14","2007",11092.0622923607
"JOBSI0R","1","2008",37463.6515677911
"JOBSI0R","2","2008",280456.710315647
"JOBSI0R","3","2008",1728896.71817221
"JOBSI0R","4","2008",348100.767588591
"JOBSI0R","5","2008",15648.450038112
"JOBSI0R","6","2008",21660.6393223149
"JOBSI0R","7","2008",70471.1337278107
"JOBSI0R","8","2008",22935.3781653281
"JOBSI0R","9","2008",54235.3607861937
"JOBSI0R","10","2008",56649.9081967849
"JOBSI0R","11","2008",150791.168573687
"JOBSI0R","12","2008",97400.974098089
"JOBSI0R","13","2008",32054.6741225773
"JOBSI0R","14","2008",11346.1608238575
"JOBSI0R","1","2009",37004.0864264511
"JOBSI0R","2","2009",270863.066970283
"JOBSI0R","3","2009",1660911.30258218
"JOBSI0R","4","2009",339041.453500432
"JOBSI0R","5","2009",15146.5891947356
"JOBSI0R","6","2009",21292.8042009787
"JOBSI0R","7","2009",68551.7408284024
"JOBSI0R","8","2009",22563.6265842051
"JOBSI0R","9","2009",51662.5136518589
"JOBSI0R","10","2009",53444.8721945407
"JOBSI0R","11","2009",140337.780554632
"JOBSI0R","12","2009",90115.598004816
"JOBSI0R","13","2009",30735.7951283394
"JOBSI0R","14","2009",10479.364556962
"JOBSI0R","1","2010",36512.2294998836
"JOBSI0R","2","2010",270460.353646862
"JOBSI0R","3","2010",1651752.28919069
"JOBSI0R","4","2010",339933.221089023
"JOBSI0R","5","2010",15031.3396750087
"JOBSI0R","6","2010",21025.5331332515
"JOBSI0R","7","2010",68512.1763313609
"JOBSI0R","8","2010",22420.4939078175
"JOBSI0R","9","2010",50280.5530094812
"JOBSI0R","10","2010",51469.4808132665
"JOBSI0R","11","2010",133092.040054477
"JOBSI0R","12","2010",86848.5350658679
"JOBSI0R","13","2010",30184.1692509167
"JOBSI0R","14","2010",9918.52409354216
"JOBSI0R","1","2011",37395.637550625
"JOBSI0R","2","2011",277056.029083599
"JOBSI0R","3","2011",1683606.59317265
"JOBSI0R","4","2011",344644.100605013
"JOBSI0R","5","2011",15166.0887339745
"JOBSI0R","6","2011",21252.0794701048
"JOBSI0R","7","2011",69507.9727810651
"JOBSI0R","8","2011",22326.3450020453
"JOBSI0R","9","2011",50384.3752760911
"JOBSI0R","10","2011",51139.3098813676
"JOBSI0R","11","2011",133991.729863033
"JOBSI0R","12","2011",87533.3738843347
"JOBSI0R","13","2011",30500.9779465689
"JOBSI0R","14","2011",9932.51263677322
"JOBSI0R","1","2012",37224
"JOBSI0R","2","2012",285497
"JOBSI0R","3","2012",1730906
"JOBSI0R","4","2012",346125
"JOBSI0R","5","2012",15139
"JOBSI0R","6","2012",20407
"JOBSI0R","7","2012",69285
"JOBSI0R","8","2012",22228
"JOBSI0R","9","2012",50676
"JOBSI0R","10","2012",50963
"JOBSI0R","11","2012",135277
"JOBSI0R","12","2012",88580
"JOBSI0R","13","2012",30467
"JOBSI0R","14","2012",9777
"JOBSI0R","1","2013",37528.4468614631
"JOBSI0R","2","2013",295906.106777065
"JOBSI0R","3","2013",1786006.68596995
"JOBSI0R","4","2013",352244.897074329
"JOBSI0R","5","2013",15480.7533556481
"JOBSI0R","6","2013",20428.9657090839
"JOBSI0R","7","2013",69208.9503217845
"JOBSI0R","8","2013",22180.1389066481
"JOBSI0R","9","2013",52007.306465063
"JOBSI0R","10","2013",51331.7243994294
"JOBSI0R","11","2013",136672.638128305
"JOBSI0R","12","2013",90498.7508128916
"JOBSI0R","13","2013",30464.7085305117
"JOBSI0R","14","2013",9615.6384499878
"JOBSI0R","1","2014",38207.2895336817
"JOBSI0R","2","2014",309876.730638962
"JOBSI0R","3","2014",1851293.68122095
"JOBSI0R","4","2014",359287.860425115
"JOBSI0R","5","2014",15606.2771938861
"JOBSI0R","6","2014",19946.9781693264
"JOBSI0R","7","2014",70146.8598240469
"JOBSI0R","8","2014",22079.2221420292
"JOBSI0R","9","2014",52952.218855988
"JOBSI0R","10","2014",51651.5496172973
"JOBSI0R","11","2014",138307.035405601
"JOBSI0R","12","2014",93769.3870149774
"JOBSI0R","13","2014",30740.1968936831
"JOBSI0R","14","2014",9423.57065337763
"JOBSI0R","1","2015",37874.1279554742
"JOBSI0R","2","2015",320589.363649182
"JOBSI0R","3","2015",1919248.55393739
"JOBSI0R","4","2015",368766.062827225
"JOBSI0R","5","2015",15747.9410026557
"JOBSI0R","6","2015",19997.204093614
"JOBSI0R","7","2015",71335.963800905
"JOBSI0R","8","2015",22436.2312141125
"JOBSI0R","9","2015",53914.9616443669
"JOBSI0R","10","2015",52878.2418056654
"JOBSI0R","11","2015",138871.895192757
"JOBSI0R","12","2015",96045.6656646941
"JOBSI0R","13","2015",31801.1936061381
"JOBSI0R","14","2015",9224.30508474576
"JOBSI0R","1","2016",37546.35
"JOBSI0R","2","2016",326713
"JOBSI0R","3","2016",1971268
"JOBSI0R","4","2016",377224.9
"JOBSI0R","5","2016",16103.64
"JOBSI0R","6","2016",20233.52
"JOBSI0R","7","2016",72571.76
"JOBSI0R","8","2016",22899
"JOBSI0R","9","2016",54997.93
"JOBSI0R","10","2016",53804.98
"JOBSI0R","11","2016",139219.2
"JOBSI0R","12","2016",98383.17
"JOBSI0R","13","2016",32398.35
"JOBSI0R","14","2016",9311.955
"JOBSI0R","1","2017",37482.19
"JOBSI0R","2","2017",333359.9
"JOBSI0R","3","2017",2013685
"JOBSI0R","4","2017",388987.6
"JOBSI0R","5","2017",16659.99
"JOBSI0R","6","2017",20388.73
"JOBSI0R","7","2017",73453.39
"JOBSI0R","8","2017",23160
"JOBSI0R","9","2017",56245.29
"JOBSI0R","10","2017",54567.67
"JOBSI0R","11","2017",140185.9
"JOBSI0R","12","2017",100837.6
"JOBSI0R","13","2017",33161.49
"JOBSI0R","14","2017",9384.652
"JOBSI0R","1","2018",37519.75
"JOBSI0R","2","2018",339927.2
"JOBSI0R","3","2018",2050639
"JOBSI0R","4","2018",395968.8
"JOBSI0R","5","2018",17486.5
"JOBSI0R","6","2018",20486.16
"JOBSI0R","7","2018",74503.05
"JOBSI0R","8","2018",23392.74
"JOBSI0R","9","2018",57701.17
"JOBSI0R","10","2018",55260.89
"JOBSI0R","11","2018",141767.2
"JOBSI0R","12","2018",103174.1
"JOBSI0R","13","2018",33642.63
"JOBSI0R","14","2018",9491.833
"JOBSI0R","1","2019",37413.58
"JOBSI0R","2","2019",345178.8
"JOBSI0R","3","2019",2078570
"JOBSI0R","4","2019",400617
"JOBSI0R","5","2019",18249.17
"JOBSI0R","6","2019",20376.56
"JOBSI0R","7","2019",75151.43
"JOBSI0R","8","2019",23381.05
"JOBSI0R","9","2019",58660.63
"JOBSI0R","10","2019",55449.11
"JOBSI0R","11","2019",142576.9
"JOBSI0R","12","2019",103781
"JOBSI0R","13","2019",33580.95
"JOBSI0R","14","2019",9506.191
"JOBSI0R","1","2020",37368.4
"JOBSI0R","2","2020",349011.2
"JOBSI0R","3","2020",2091049
"JOBSI0R","4","2020",403175.6
"JOBSI0R","5","2020",18863.84
"JOBSI0R","6","2020",20233.65
"JOBSI0R","7","2020",75453.66
"JOBSI0R","8","2020",23295.28
"JOBSI0R","9","2020",59353.7
"JOBSI0R","10","2020",55425.74
"JOBSI0R","11","2020",142593.4
"JOBSI0R","12","2020",103407.3
"JOBSI0R","13","2020",33421.96
"JOBSI0R","14","2020",9477.361
"JOBSI0R","1","2021",37484.56
"JOBSI0R","2","2021",353670.9
"JOBSI0R","3","2021",2111304
"JOBSI0R","4","2021",407106.5
"JOBSI0R","5","2021",19490.82
"JOBSI0R","6","2021",20227.32
"JOBSI0R","7","2021",76105.83
"JOBSI0R","8","2021",23313.61
"JOBSI0R","9","2021",60203.23
"JOBSI0R","10","2021",55752.67
"JOBSI0R","11","2021",143441.5
"JOBSI0R","12","2021",103612.5
"JOBSI0R","13","2021",33369.16
"JOBSI0R","14","2021",9486.807
"JOBSI0R","1","2022",37777.56
"JOBSI0R","2","2022",360515.1
"JOBSI0R","3","2022",2139393
"JOBSI0R","4","2022",412447
"JOBSI0R","5","2022",20129.76
"JOBSI0R","6","2022",20320.21
"JOBSI0R","7","2022",77048.73
"JOBSI0R","8","2022",23410.1
"JOBSI0R","9","2022",61255.57
"JOBSI0R","10","2022",56365.51
"JOBSI0R","11","2022",144922.4
"JOBSI0R","12","2022",104429.6
"JOBSI0R","13","2022",33502.72
"JOBSI0R","14","2022",9535.62
"JOBSI0R","1","2023",38092.14
"JOBSI0R","2","2023",368404.6
"JOBSI0R","3","2023",2176572
"JOBSI0R","4","2023",418825.3
"JOBSI0R","5","2023",20713.79
"JOBSI0R","6","2023",20407.16
"JOBSI0R","7","2023",78112.47
"JOBSI0R","8","2023",23532.65
"JOBSI0R","9","2023",62478.37
"JOBSI0R","10","2023",57170.66
"JOBSI0R","11","2023",147123.3
"JOBSI0R","12","2023",105958.2
"JOBSI0R","13","2023",33666.74
"JOBSI0R","14","2023",9604.398
"JOBSI0R","1","2024",38349.91
"JOBSI0R","2","2024",376121.5
"JOBSI0R","3","2024",2210474
"JOBSI0R","4","2024",425202.4
"JOBSI0R","5","2024",21317.9
"JOBSI0R","6","2024",20483.04
"JOBSI0R","7","2024",79080.98
"JOBSI0R","8","2024",23622.94
"JOBSI0R","9","2024",63598.51
"JOBSI0R","10","2024",57933.88
"JOBSI0R","11","2024",149279.8
"JOBSI0R","12","2024",107172.3
"JOBSI0R","13","2024",33640.85
"JOBSI0R","14","2024",9676.937
"JOBSI0R","1","2025",38612.5
"JOBSI0R","2","2025",383593.2
"JOBSI0R","3","2025",2244419
"JOBSI0R","4","2025",431855
"JOBSI0R","5","2025",21935.85
"JOBSI0R","6","2025",20565.23
"JOBSI0R","7","2025",80003.56
"JOBSI0R","8","2025",23708.05
"JOBSI0R","9","2025",64742.94
"JOBSI0R","10","2025",58776
"JOBSI0R","11","2025",151717.2
"JOBSI0R","12","2025",108480.2
"JOBSI0R","13","2025",33909.16
"JOBSI0R","14","2025",9752.322
"JOBSI0R","1","2026",38845.35
"JOBSI0R","2","2026",390577.1
"JOBSI0R","3","2026",2275332
"JOBSI0R","4","2026",438516.2
"JOBSI0R","5","2026",22624.52
"JOBSI0R","6","2026",20621.59
"JOBSI0R","7","2026",80913.01
"JOBSI0R","8","2026",23776.05
"JOBSI0R","9","2026",65819.48
"JOBSI0R","10","2026",59662.24
"JOBSI0R","11","2026",154081.3
"JOBSI0R","12","2026",109756.5
"JOBSI0R","13","2026",34151.35
"JOBSI0R","14","2026",9820.779
"JOBSI0R","1","2027",39110.66
"JOBSI0R","2","2027",397794.4
"JOBSI0R","3","2027",2306453
"JOBSI0R","4","2027",445110.2
"JOBSI0R","5","2027",23294.05
"JOBSI0R","6","2027",20681.67
"JOBSI0R","7","2027",81790.42
"JOBSI0R","8","2027",23835.98
"JOBSI0R","9","2027",66912.65
"JOBSI0R","10","2027",60554.52
"JOBSI0R","11","2027",156667.3
"JOBSI0R","12","2027",111009
"JOBSI0R","13","2027",34487.12
"JOBSI0R","14","2027",9904.102
"JOBSI0R","1","2028",39361.38
"JOBSI0R","2","2028",404728.4
"JOBSI0R","3","2028",2336717
"JOBSI0R","4","2028",451587.4
"JOBSI0R","5","2028",23966.19
"JOBSI0R","6","2028",20728.66
"JOBSI0R","7","2028",82645.24
"JOBSI0R","8","2028",23866.87
"JOBSI0R","9","2028",67946.1
"JOBSI0R","10","2028",61432.59
"JOBSI0R","11","2028",159141.6
"JOBSI0R","12","2028",112364.5
"JOBSI0R","13","2028",34800.64
"JOBSI0R","14","2028",9974.657
"JOBSI0R","1","2029",39609.04
"JOBSI0R","2","2029",411691.6
"JOBSI0R","3","2029",2366411
"JOBSI0R","4","2029",457939.8
"JOBSI0R","5","2029",24589.02
"JOBSI0R","6","2029",20758.78
"JOBSI0R","7","2029",83448.25
"JOBSI0R","8","2029",23893.78
"JOBSI0R","9","2029",68972.03
"JOBSI0R","10","2029",62284.7
"JOBSI0R","11","2029",161693
"JOBSI0R","12","2029",113730.4
"JOBSI0R","13","2029",35118.69
"JOBSI0R","14","2029",10030.48
"JOBSI0R","1","2030",39840.49
"JOBSI0R","2","2030",418511.6
"JOBSI0R","3","2030",2394787
"JOBSI0R","4","2030",464070.9
"JOBSI0R","5","2030",25125.64
"JOBSI0R","6","2030",20776.3
"JOBSI0R","7","2030",84213.26
"JOBSI0R","8","2030",23936.16
"JOBSI0R","9","2030",69962.86
"JOBSI0R","10","2030",63153.8
"JOBSI0R","11","2030",164175.7
"JOBSI0R","12","2030",115132
"JOBSI0R","13","2030",35419.46
"JOBSI0R","14","2030",10065.98
"JOBSI0R","1","2031",40099.63
"JOBSI0R","2","2031",425340.5
"JOBSI0R","3","2031",2422468
"JOBSI0R","4","2031",470165.5
"JOBSI0R","5","2031",25613.72
"JOBSI0R","6","2031",20783.33
"JOBSI0R","7","2031",85037.95
"JOBSI0R","8","2031",23972.84
"JOBSI0R","9","2031",70978
"JOBSI0R","10","2031",64069.95
"JOBSI0R","11","2031",166726.8
"JOBSI0R","12","2031",116603.1
"JOBSI0R","13","2031",35712.04
"JOBSI0R","14","2031",10098.48
"JOBSI0R","1","2032",40369.05
"JOBSI0R","2","2032",432229.1
"JOBSI0R","3","2032",2449746
"JOBSI0R","4","2032",476039
"JOBSI0R","5","2032",26053.43
"JOBSI0R","6","2032",20790.92
"JOBSI0R","7","2032",85842.84
"JOBSI0R","8","2032",24017.16
"JOBSI0R","9","2032",71994.42
"JOBSI0R","10","2032",64968.42
"JOBSI0R","11","2032",169248.8
"JOBSI0R","12","2032",118025.5
"JOBSI0R","13","2032",35996.89
"JOBSI0R","14","2032",10124.77
"JOBSI0R","1","2033",40668.17
"JOBSI0R","2","2033",439016.7
"JOBSI0R","3","2033",2477114
"JOBSI0R","4","2033",481657.8
"JOBSI0R","5","2033",26466.35
"JOBSI0R","6","2033",20780.48
"JOBSI0R","7","2033",86588.64
"JOBSI0R","8","2033",24060.43
"JOBSI0R","9","2033",73035.05
"JOBSI0R","10","2033",65825.06
"JOBSI0R","11","2033",171782.9
"JOBSI0R","12","2033",119450.6
"JOBSI0R","13","2033",36283.65
"JOBSI0R","14","2033",10149.95
"JOBSI0R","1","2034",40972.71
"JOBSI0R","2","2034",445986.8
"JOBSI0R","3","2034",2505179
"JOBSI0R","4","2034",487186
"JOBSI0R","5","2034",26863.93
"JOBSI0R","6","2034",20778.99
"JOBSI0R","7","2034",87332.61
"JOBSI0R","8","2034",24102.95
"JOBSI0R","9","2034",74087.11
"JOBSI0R","10","2034",66646.19
"JOBSI0R","11","2034",174369.2
"JOBSI0R","12","2034",120901.6
"JOBSI0R","13","2034",36546.23
"JOBSI0R","14","2034",10181.94
"JOBSI0R","1","2035",41290.33
"JOBSI0R","2","2035",453133.5
"JOBSI0R","3","2035",2534004
"JOBSI0R","4","2035",492602.4
"JOBSI0R","5","2035",27245.38
"JOBSI0R","6","2035",20792.09
"JOBSI0R","7","2035",88062.04
"JOBSI0R","8","2035",24139.72
"JOBSI0R","9","2035",75163.19
"JOBSI0R","10","2035",67478.6
"JOBSI0R","11","2035",177010.7
"JOBSI0R","12","2035",122438.5
"JOBSI0R","13","2035",36847.52
"JOBSI0R","14","2035",10208.63
"JOBSI0R","1","2036",41591.36
"JOBSI0R","2","2036",460514.1
"JOBSI0R","3","2036",2562861
"JOBSI0R","4","2036",498066.3
"JOBSI0R","5","2036",27601.94
"JOBSI0R","6","2036",20806.83
"JOBSI0R","7","2036",88834.78
"JOBSI0R","8","2036",24181.25
"JOBSI0R","9","2036",76264.77
"JOBSI0R","10","2036",68334.65
"JOBSI0R","11","2036",179700.8
"JOBSI0R","12","2036",124033.4
"JOBSI0R","13","2036",37179.87
"JOBSI0R","14","2036",10234.55
"JOBSI0R","1","2037",41880.35
"JOBSI0R","2","2037",467939.5
"JOBSI0R","3","2037",2591363
"JOBSI0R","4","2037",503413.3
"JOBSI0R","5","2037",27921.02
"JOBSI0R","6","2037",20819.87
"JOBSI0R","7","2037",89626.37
"JOBSI0R","8","2037",24245.89
"JOBSI0R","9","2037",77383.01
"JOBSI0R","10","2037",69218.13
"JOBSI0R","11","2037",182461.5
"JOBSI0R","12","2037",125673.4
"JOBSI0R","13","2037",37511.3
"JOBSI0R","14","2037",10256.5
"JOBSI0R","1","2038",42185.47
"JOBSI0R","2","2038",475457.2
"JOBSI0R","3","2038",2620375
"JOBSI0R","4","2038",508814.6
"JOBSI0R","5","2038",28234.31
"JOBSI0R","6","2038",20836.24
"JOBSI0R","7","2038",90439.7
"JOBSI0R","8","2038",24309.46
"JOBSI0R","9","2038",78557.25
"JOBSI0R","10","2038",70134.39
"JOBSI0R","11","2038",185284.6
"JOBSI0R","12","2038",127366.5
"JOBSI0R","13","2038",37850.53
"JOBSI0R","14","2038",10285.99
"JOBSI0R","1","2039",42505.44
"JOBSI0R","2","2039",483098.9
"JOBSI0R","3","2039",2649214
"JOBSI0R","4","2039",514153.7
